hoek , punt
nageslacht , generatie
kruiskerk , godshuis
voedingsbodem , bron
fruiten , braden
overgangsjaren , periode
slippertje , wangedrag
betaaldag , tijdseenheid
linie , formatie
pseudo-efedrine , alkaloïde
middenschool , middenschool
toeloop , samenkomst
gans , figuur
instoppen , bedekken
welwillendheid , karaktertrek
mishandeling , gebruik
overslaan , verplaatsen
opslag , locatie
lach , taaluiting
archivaris , manager
sleper , schip
bederven , vertroetelen
pianostemmer , vakman
zuigerstang , drijfstang
derstigste , rang
ouderling , commissielid
hanger , houder
bemanning , zelfstandigheid
smaak , gewaarwording
maanstand , stand
infuus , injectie
hoogte , afmeting
testosteron , androgeen
subcultuur , sociale groep
rampenfilm , rolprent
verkiezingsstrijd , wedijver
opschik , versiering
repetitor , meesteres
steen , constructie
telefonie , transformatie
infiltreren , overspringen
nonnenklooster , convent
inwerkperiode , periode
luchtafweerraket , ijs
oorzaak , wording
slaghoedje , ontstekingsmechanisme
levensvorm , het wezen
deeltijdwerker , kracht
landheer , ingezetene
foto , afdruk
nederigheid , bescheidenheid
Nehemia , boek
damesfiets , rijwiel
speelgoedwinkel , zaak
koekje , cake
anachronisme , fout
Nazareth , plaats
toetsenbord , ding
obligatiehouder , investeerder
tondeuse , scheerapparaat
bioom , gemeenschap
houtverbinding , koppeling
doorbranden , stukgaan
beheersen , inperken
standbeeld , beeldhouwwerk
wegversperring , obstructie
kandidaat , deelhebber
doorsteken , steken
sterappel , fruitboom
aanwijsstok , stick
getuige , taalgebruiker
lies , huidplooi
zinsnede , passage
rammelen , doden
afzetting , area
koudwatervrees , hydrofobie
grijzen , verkleuren
papierafval , papier
Hamburg , havenstad
Apocalyps , boek
verbannen , uitwijzen
taxi , auto
helderheid , kwaliteit
brandstofcel , element
lakenindustrie , industrie
dreutel , jongeling
levenswerk , compositie
negge , ros
ledematen , groep
supermodel , pasdame
imiteren , kopiëren
versimpeling , alteratie
grootvader , voorvader
aanvechten , betwisten
tribune , gedeelte
utilitarisme , wijsbegeerte
jutten , zoeken
oorlogscorrespondent , correspondent
Solan , jan-van-gent
breedtegraad , graad
vogelreservaat , parklandschap
opvangen , winst
schaakklok , klok
vernieuwing , alteratie
official , vakbondsvertegenwoordiger
besnijden , verzorgen
OR , raadscollege
teug , slok
linkerbenedenhoek , hoekje
ingetogenheid , karaktertrek
dialectiek , wijsbegeerte
vouw , afdruk
idee , idee
inzetbaar , kracht
mammoet , dikhuid
poedel , joekel
bakkerij , werkplaats
partnership , bedrijf
equipage , materiaal
biomassa , brandstof
middencirkel , kring
paradox , contradictie
diepdruk , techniek
beslapen , toepassen
ontheffing , uitstoot
interactie , uitwerking
weerklank , goedvinden
ontlokken , overreden
antirevolutionair , acoliet
tramkaart , knipkaart
terugnemen , verplaatsen
multipliceren , berekenen
achterblijven , uitgroeien
bouwwerk , product
staatsbezit , staatseigendom
apostaseren , doen
bouwpakket , onderdelen
krat , doos
Norfolkeiland , enclave
co-enzym , molecule
taster , omvang
onderwijsinspectie , inspectiedienst
sjogoen , potentaat
onhandigheid , verrichting
Ekman , oceanograaf
aardbei , kruid
cynisme , gevoel voor humor
nutsbedrijf , wegrestaurant
daltonschool , instelling
wraakactie , maatregel
muis , gedeelte
pianoforte , zich bescheuren
Prediker , boek
sloot , waterweg
typen , schrijven
holster , broekriem
ijswater , drinkwater
waterkanon , slurf
distributiecentrum , instelling
grafoloog , specialist
supponeren , anticiperen
olieflesje , fles
sabbat , tijdseenheid
plattegrond , kaart
betaalmiddel , ruilmiddel
horen , ressorteren
berkelium , metaal
kunnen , vermogen
calvinisme , christendom
witachtig , witspeler
bevoordelen , favoriseren
souper , maalsel
inspectie , inkijk
aftreksom , exercitie
arbeidsmarkt , afzetgebied
aardmannetje , elf
valkenier , manager
opwegen , gelijkstaan
koekhappen , spelen
Latijn , ingezetene
kleurpotlood , potlood
schoen , ding
stoken , branden
exercitie , werklast
mosselbank , zeebank
differentiatie , divergentie
nieuwbouwwoning , honk
beroepsgeheim , plicht
epicykels , kring
snoepgoed , traktatie
eindpunt , einde
inquisitie , gerecht
sesamolie , aardolie
prijsindex , level
bakker , middenstander
zwendel , verrichting
kerncentrale , papierfabriek
spanningsveld , plaats
dactylus , versvoet
trapzaal , plaats
Kaapverdië , land
aardverschuiving , alteratie
briljant , diamant
Nieuwe Wereld , hemisfeer
discrimineren , benadelen
graad , uitwerking
West-Bengalen , provincie
aanhangen , kleven
subcontinent , werelddeel
Keniaan , onderdaan
tandenborstel , stoffer
oor , lichaamsdeel
carambola , vrucht
voorlijkheid , intelligentie
omkijken , gedenken
bonus , buit
voetbaltoernooi , concours
opschuiven , douwen
premieverlaging , mindering
ontwapenen , ontstelen
beverrat , knaagdier
handelsoverschot , surplus
plas , water
olieverf , verf
kongsi , clan
beramen , berekenen
marktplein , bijhuis
dunnen , minderen
taalkwestie , ding
pompadoer , kapsel
slagerij , zaak
pensioenwet , voorschrift
begindatum , tijdseenheid
cabine , hokje
tafel , meubilair
wielrennerij , wielrennen
meteoor , natuurverschijnsel
Kyushu , enclave
wisselgeld , centen
agressor , initiator
laten , laten
slaken , uiten
meesterstuk , welslagen
goeddunken , vinden
simulatie , modelbouw
ravitailleren , voorzien
filmregisseur , regisseur
lootje , bewijsstuk
revelatie , afkondiging
mosterdgas , gifgas
geitebok , geit
uitlokker , stokebrand
kris , dolk
Aswoensdag , woensdag
bede , aanbidding
Aigret , veer
muntsoort , valuta
voetstuk , versterking
bariton , blaasinstrument
druppen , zakken
glutenbrood , poen
octet , toonzetting
afval , stof
ammonificatie , impregnatie
parfumeur , maker
arrangeren , werken
open haard , niche markt
geel , plantenziekte
duwen , douwen
ruimtebesparing , mindering
strijdkreet , schreeuw
stopwatch , uurwerk
rookartikelen , spul
stikstofoxide , vervuiler
satellietstaat , land
hypochloriet , zout
eerbiediging , gedrag
correleren , combineren
achterblijven , plakken
achteras , spil
aronskelk , kruid
veelvraat , zoogdier
plezieren , zinnen
breekpunt , gelegenheid
seminar , congres
poeier , medicijn
nuance , divergentie
verkwanselen , verkopen
hoofdkwartier , legerafdeling
uitdaging , dienst
ruimtevaartgeneeskunde , medicijnen
astrometrie , astronomie
pakken , beetpakken
woordvoerster , voorlichter
handelswaarde , marktprijs
heiligen , veranderen
instelling , attitude
wegvegen , strijken
wentelteefje , schijf
alarmtoestand , paraatheid
hervormer , apparaat
scenarioschrijver , schrijfster
kandidaat , respondent
zuidwester , wind
stut , gedeelte
lid , partner
radertje , apparaat
verstrengelen , verdraaien
borstamputatie , amputatie
systematisering , ordening
fret , drilboor
lezen , uitleggen
persvrijheid , burgerrechten
buiging , teken
voedingsindustrie , industrie
wildgroei , ontogenese
homonymie , gelijkheid
trimaran , zeilboot
ridderspoor , ridderspoor
martelkamer , kamer
gespreksleider , president
vinyl , groep
Yafo , havenstad
maatjesharing , haring
sjamaan , tovenares
eter , verbruiker
proppen , volproppen
matwerk , bekleding
informatiebank , inlichting
containerschip , vliegtuigmoederschip
welzijnssector , branche
tas , streep
kwellen , afknijpen
doorwerken , werken
plank , bouwmateriaal
kuddegeest , gezelligheid
argumentatie , debat
kindertelefoon , speeltje
sparen , houden
aardappel , organisme
aardappelmeel , stijfsel
ik zoek een baan , metaal
slingerplant , hop
Officieel Aramees , Semitisch
Saint Petersburg , moederstad
balsemen , bijhouden
onderbelichten , lichten
surplus , gedeelte
melkzuur , carbonzuur
mandfles , fles
gaffelzeil , zeildoek
juk , plicht
Oudiers , Iers-Gaelisch
aanbidder , gelovige
beroepskader , personeel
werken , bewegen
Leicestershire , gewest
strafwet , voorschrift
duimen , seinen
ouderschap , toestand
buitenpost , legerkamp
cultuurtaal , taal
vruchtwater , lichaamsvloeistof
rekening houden , voorspellen
vreemde , indringer
procedure , bezigheid
vakblad , tijdschrift
meezitten , marcheren
Babel , moederstad
goochelen , tonen
snede , verwonding
mergpijp , bot
proefvlucht , vlucht
slagader , bloedvat
medelijden , medeleven
pijpbeurt , pijpen
zedenmeester , machtswellusteling
ton , referentiepunt
eindspurt , besluit
ney , baancommissaris
convocatie , taal
bezighouden , verwoesten
vervoerder , uitvoerder
mentor , onderwijzer
dwangmatigheid , karaktertrek
waardigheid , waar
voordeel , standplaats
daling , beweging
bedwants , wants
do , party
personeelsadvertentie , salespromotion
veilinghamer , hamer
vloeistof , stof
volhouden , werken
gleuf , opening
aansluiten , zitten
wegsmijten , flikkeren
podium , onderwerk
hoofdcommissaris , onderbaas
zilvergoed , goed
vervolgblad , nawoord
rapport , inlichting
landwijn , druivenat
oudste , senior
behandeling , gedrag
gezwoeg , werk
draaischijf , ding
straf , handicaprace
onderdaan , burger
keuringsdienst , wegrestaurant
afbreken , splitsen
afschrijven , minderen
aandoen , voorzien
toepasbaarheid , relevantie
blauwe vinvis , baleinwalvis
calciumfosfaat , fosfaat
smeerwortel , organisme
pil , zaaigoed
correctie , rectificatie
dansschoen , pump
overdrijving , periodiek
waterkunde , geofysica
voorhanden zijn , mogelijkheid
molotovcocktail , projectiel
kruipen , overspringen
wenk , inlichting
badge , speldje
bewind , regering
vooruitkomen , overdrijven
vijandelijkheid , tweegevecht
terugkomen , zijn opwachting maken
zoethout , organisme
schop , peer
neervlijen , zetten
hergroeperen , klasseren
kruisweg , snijpunt
vluchtnummer , numero
karrewiel , stuur
Monaco , vorstendom
buikdanseres , danser
BVBA , vennootschap
afhaken , losmaken
nawoord , gedeelte
geleiden , verplaatsen
dronkeman , drinker
vergulden , verfraaien
schatkist , kist
blaf , geluid
serre , aanplant
Tachtiger , figuur
zorgstoel , leuningstoel
lap , gereedschap
fixatie , verbindingsstuk
labelen , toemeten
abecedarium , leesplankje
bouwsteen , ingrediënt
ontuchtigheid , taaluiting
verwringen , veranderen
jodiumtinctuur , tinctuur
Monrovia , havenstad
galg , gereedschap
boraat , zout
jurisdictie , autoriteit
hoenderkoet , watervogel
zonnegas , edelgas
opdelen , verdelen
postzegel , reductiebon
schooljaar , jaar
bevrijder , figuur
boekhandel , zaak
ontploffingsgevaar , onraad
slobberen , hangen
wc , kom
verbinding , constitutie
uitschieten , bewegen
telemarketing , marketing
passaat , stroom
seinbrug , geraamte
opsteken , zeilen
loggia , veranda
mierenegel , egel
induiken , duiken
VU , partij
monocraat , potentaat
taboeret , barkruk
defensieapparaat , groep
kunstenaarschap , macht
lepelen , vreten
opdoeken , eindigen
zuivelindustrie , akkerbouw
treffen , beïnvloeden
merrie , ros
tuchtcommissie , kamer
supernova , sterretje
uitstoot , materiaal
f , taaluiting
perliet , verbinding
priorschap , standplaats
klossen , overspringen
staalkabel , touw
toenemend , geluidsniveau
classicisme , stijl
binnenvaart , scheepvaart
uitwerken , berekenen
voorvoegsel , affix
rijstrook , baan
recreatieterrein , gebied
terugslaan , slaan
kardinaal , pater
Slowaaks , Slavisch
bosbeheer , instelling
organisator , figuur
schaduwboksen , boksen
slavernij , gevangenschap
gordijnring , hoepel
persing , verrichting
vitaminegebrek , malnutritie
weltschmerz , triestheid
grofheid , insultatie
Moskovië , vorstendom
termiet , insect
slag , bezigheid
waarnemer , vervanger
kolencentrale , papierfabriek
wattuur , warmte-eenheid
raadsel , ding
klunen , overspringen
nederwiet , stuff
keukenrol , handdoek
conjunctiva , slijmvlies
polyurethaanschuim , polyurethaan
flitser , apparaat
bestanddeel , gedeelte
bromkoe , melkkoe
superintendent , opziener
congregatie , vereniging
vrouwtje , meesteres
resuspensie , suspensie
accent , woestheid
apomorfine , morfine
stiefzoon , stiefkind
feeststemming , stemming
doen , verplaatsen
azotum , gas
uitgang , betekenaar
alvleesklierkanker , carcinoom
beeldhouwer , kunstenaar
Copley , kunstschilder
goed , het wezen
trekkebekken , veranderen
kaasmijt , mijt
tolereren , laten
reisboek , reisverhaal
dambord , dambord
goedaardigheid , uitwerking
kinderenspel , speeltje
slang , pijp
toonsoort , hoedanigheid
referaat , beschrijving
chiropraxie , arts
kolchoz , collectief
vereren , blieven
spiegelei , gerecht
Schotse terriër , terriër
afgaan , minderen
spankracht , belasting
oordelen , houden
valsmunter , volksverlakker
bon , bewijsstuk
smaakmaker , meesteres
belager , boosdoener
omgooien , veranderen
boomkikvors , kikker
belagen , wachten
streek , lichaamsdeel
onweersbui , storm
reiziger , reiziger
smeren , verspreiden
digitale camera , camera
balein , spelen
meander , curve
kort bezoek , proef
totem , mascotte
bespieden , bezien
diamant , koolstof
eigendomsbewijs , eigennaam
starheid , intolerantie
rommelen , produceren
verzegeling , afdruk
sommeren , beladen
vrek , verzamelaar
splitsen , splitsen
ginseng , kruid
Nee ik , plaats
titan , voorvechter
percentiel , cijfer
jaarboeken , kroniek
afdekken , bedekken
atoomklok , uurwerk
kwadrant , gebied
hertog , aristocraat
recordvangst , opvangen
inkerven , bewerken
toonzetter , toonzetter
snelheidsbeperking , restrictie
Maltees , onderdaan
voltameter , galvanometer
zoenen , aankomen
persfoto , fotografie
studiebegeleiding , hulpverlening
briefopener , mes
verfransen , veranderen
fractie , groep
huizenmarkt , afzetgebied
glanzen , verspreiden
sik , knevel
misdienaar , gozer
suffragaan , bisschop
afzetten , zakken
augustijn , monnik
vernissen , bedekken
video , bandrecorder
reclameblaadje , publikatie
gesnauw , doolhof
lieveling , schattebout
centaurus , het wezen
rogge , graansoort
bewoning , pacht
tripel , havenstad
psycholoog , wetenschapper
invallen , beginnen
dermabrasie , eliminatie
schaalvergroting , level
zwaluwstaart , pand
illegaal , vreemdeling
edelmetaal , kleinood
Mesopotamiër , ingezetene
toermalijn , delfstof
banaan , vrucht
bestuiving , conceptie
uitkijktoren , constructie
afkoeling , mindering
berrie , geraamte
romancier , schrijfster
projectmanager , manager
verkoop , marketing
geboortegrond , gebied
Marrakech , moederstad
congregatie , verzameling
uitschrijven , voortbewegen
föhn , wasdroger
echo , uitsluitsel
normaliteit , conditie
pudding , gerecht
doorliggen , rusten
vuursteen , natuursteen
dooddrukken , doden
ontsporing , accident
missie , kunstenaar
beetpakken , graaien
kettingbrug , brug
repetitie , communicatie
camouflage , scherm
mangoboom , fruitboom
piratenschip , kiel
galblaas , blaas
misdienaar , predikant
extrusie , huid
ponskaart , gegevensdrager
willen , voorkomen
materialiseren , tot stand komen
vertraging , alternantie
type , variëteit
tekstboekje , boekje
tennistoernooi , concours
koopkracht , vaardigheid
generatiewisseling , alternantie
afslag , marketing
bantamgewicht , subklasse
y , taaluiting
heksenbezem , toef
rechtszitting , conventie
bestuurder , meesteres
uitroken , sturen
kalfsvlees , vlees
borstel , stoffer
omdraaien , draaien
zinnelijkheid , verlangen
de leken , gepeupel
motor , figuur
vuistvechter , werkhond
wedren , match
vloeistof , stof
mannetjesplant , figuur
alcoholbenzine , koolwaterstof
lijfeigenschap , slavernij
straf , maatregel
torpedobootjager , oorlogsschip
katern , gedeelte
bijrol , rol
stanza , stanza
bewolken , overvloeien
oase , plaats
mailen , opsturen
lakstempel , stempel
papier-maché , mixture
zalf , sanering
badjas , jack
gevolmachtigde , ontvangster
gekraak , geluid
hospitaliseren , assimileren
bedruipen , bedrukken
crediteur , figuur
fopmiddel , medicijn
bloedkanker , kanker
trachten tijd te winnen , op schaal tekenen
strippen , uitkleden
eetkamer , eetkamer
gewenste , het wezen
zuignapje , ding
servokroatisch , Slavisch
plantenkwekerij , tuinderij
ingraven , veranderen
isocyanaat , zout
vaartuig , vervoer
magiër , uitvoerder
haatobject , voelen
Pruis , Duitser
Polynesiër , ingezetene
vechthaan , haan
wandelstok , stick
mail , bericht
ricine , toxine
twisten , loswroeten
middeleeuwen , tijdperk
verticaliteit , stand
klossen , omwinden
schietlood , koord
junta , leiding
Burgeon , meerderen
droogmolen , droogrek
tekenpapier , papier
afgeven , geven
hoedenmaker , koopman
ontaarden , maken
vervullen , realiseren
hersenpan , gedeelte
granaatvuur , schot
missigit , bedehuis
examenstof , thema
betrouwbaarheid , verantwoording
zwiepen , vermogen
servet , tafelgoed
cadens , passage
spelboekje , schrijver
verplaatsing , bevestiging
dubbelzinnigheid , betekenis
piratenschip , zender
destabiliseren , veranderen
verplaatsen , voortbewegen
zetelen , wonen
prinsemarij , wegrestaurant
overlevering , manieren
buikfles , vat
vlamvatten , overvloeien
NCW , groep
sandwich , schijf
orkest , muziekgroep
balie , gedeelte
diureticum , drug
kruisweg , route
Carrack , galjoen
vorm krijgen , worden
Roma , Indiër
rokershoest , hoest
concerteren , uitvoeren
scheen , lichaamsdeel
spinazie , gewas
Afghanistan , land
veld , plaats
afkondigen , eindigen
